Feature1,Feature2,Label
-0.10404357085544674,0.7861736920836289,0
-0.6247822204201963,-0.09020387320196432,1
1.677956247732284,1.5734122310088159,1
0.7293595574311582,0.5360449936083285,1
-0.2288611239319654,-1.7219982178951807,0
-0.4221452413518797,-0.6379429621484805,1
-0.6966775653297868,-1.6316810951114658,0
1.5706309048319251,1.1257910714439303,1
2.142685267776634,1.5574608329783113,1
1.1858354180870503,-0.9261364985658873,0
0.7520805163992548,0.20104307232701107,0
2.2258857757104744,0.05612935442423361,1
-1.4695403037627133,-0.5888658098395025,0
-0.1406189896370914,0.6610603762457671,0
-0.22784069015033914,1.5285468288181967,0
-0.775099732681185,0.6134649013949994,0
1.568511794326797,-0.9999681537693665,1
-1.2696559316782248,-0.09918397901307219,1
-0.5858224767300553,0.11470729091962151,0
0.1811592899449676,-0.17678781596712478,1
-0.12154585406899698,2.494622877757548,0
1.3520511083759457,-0.5911810619635651,1
-0.22630666585823822,0.8022421808411748,1
2.076215645879802,1.3326009937923438,1
-2.1355945718017946,1.0600644804842312,0
-0.47326216719746483,1.5143881315781484,1
-1.8588809835112028,2.334544796050471,0
-0.1834150410111995,1.716632653958237,0
-0.6979936199137234,-0.5518155663010462,0
-0.5781790476277163,-1.5738596362511124,0
-0.2669939128435831,-1.502541423217202,0
0.1450900845559413,1.0505935751284614,0
1.7980169346882737,1.185196900448788,1
1.4191021302956202,0.2134102523926732,1
2.338714487457047,-0.5895209047834453,0
1.6461190127790097,1.150191330200385,1
0.48184616150629456,-0.07678492913009838,1
0.6170705143949492,1.4163358376343154,1
-0.4665063916678596,1.3214539899836955,0
-0.39502939010509364,0.20366435949801237,1
1.0521446075216383,1.5883782729468767,1
0.9689634278995012,1.1015709855873135,1
-1.7709388138714568,0.16814013678715656,0
-1.89245267819219,-0.20313795695563175,1
-1.69552413961447,-0.9125228755986396,1
-0.49284212730051946,0.12259974794986245,1
-1.4061516951097621,-0.2099266282886154,1
-1.0964353765725707,1.615277510941967,0
0.3501031779931453,3.1172986050784934,0
1.2658478215808309,0.4528127174501769,1
0.7563304864209457,0.03589965394828476,0
-3.2705602873364503,-0.7705629879094089,1
0.05241861210967591,0.21376283512732341,0
0.5951576966743808,1.1401751747130384,1
-0.08215572245629721,-0.33958607635587135,0
-1.5915336616002176,0.0997162041801598,0
1.5588682811481147,0.8730853023007636,1
1.4650865083056448,0.759796923452247,1
0.0051353346471167405,-0.299493709862255,1
0.6080822032916073,0.8452776935022084,1
1.0104502276491365,0.2996115917702348,1
-1.451524622978346,-0.8746856027104122,0
-1.9920697164718544,-0.13675343939167017,0
-0.8319563241323203,2.1828114601298516,0
-1.1064565117302483,1.496300750413159,0
0.4833866284620806,0.6175537027458811,0
0.5109437752805861,2.037627058178585,0
-0.10900467475009257,0.6115757889468421,1
0.432106041620527,1.030207237106156,0
-0.45271877851345155,0.3442876491000823,1
0.24869609118243796,0.23608208958222032,0
-0.006606041227058712,-0.39321966704753986,0
0.7922558570930323,0.9457024284995504,1
0.9165230383234231,1.0401642011784455,1
1.6608450630045966,0.6380549310608186,1
-0.32844092654689383,0.2304828664263619,1
0.06194739179768122,0.5190205641382875,1
-1.0679730389102349,-1.2487098041187905,0
1.40943516723329,-0.4252445931242391,1
1.3894475904789345,0.47729293274345597,1
-1.4112130893644392,0.4413427634624091,1
-0.6565317561974591,-0.12627304276186135,1
-0.777238527746407,1.1775445159756144,0
-0.3232253572998569,-0.13381096328959186,1
-0.3802877321138679,-0.30350438191089446,0
-1.9416866789137943,1.3434609883881614,0
0.7389030137394672,0.19843314549636676,0
-0.2180979905339136,0.7847179048430064,0
0.47059617735559117,0.0762159268986552,1
-0.18559228700002395,0.6256132831493993,1
2.2402294721917286,0.02376226934638609,1
-0.7643518282264645,0.26465751220721534,0
0.15696707719938913,0.654194806146891,1
1.457955852546414,1.1281251500117482,1
0.8748972820300078,1.4532636963589645,1
0.1919038217356548,1.4504388442869915,0
1.807997269443595,0.663413411725554,1
0.31404363349089,-0.8584803574059963,1
1.193023020269188,1.912320558441562,0
-0.0966654244626658,-0.5912251408184099,0
1.1591211180792307,-0.6174600820548661,1
1.285710317388974,1.3783900462505052,0
0.13325053579678647,0.5675130236865038,1
0.17392583060436023,1.982774632572803,1
-0.17311841614015866,0.5496199680065779,1
0.9696553430377814,0.21961348509975276,1
-0.12773150867593497,0.8379762635739736,1
-2.0642654196834815,2.0503476447679834,0
0.028055553524808374,0.03838701630516844,1
1.4508203878140593,0.11542492765805223,1
0.6657357103301413,1.006499250083249,1
0.02446210844907659,-0.7885194921858563,0
0.5702505146961918,1.2205147842510207,0
-0.41252221053550586,1.0114257265465922,0
0.21099871515652718,-0.09395269383197324,1
-0.2586162127347611,1.176681181314694,1
0.3755184236157578,-0.20007026832242758,1
-0.37217498171101476,2.44816692041426,0
-0.14962645631957006,-0.22966178443342322,0
3.0842558778500746,3.9842258104013863,1
-1.8252392960233597,-1.4195122100703217,0
-0.24131441997466108,1.4709515533450528,0
-0.0816145677185362,0.6966724208170919,0
0.371664046476045,1.1904088061834037,1
1.437103866867081,3.025580675524305,0
